using device 0 NVIDIA GeForce RTX 3090
DEVICE: cuda
client_num: 1
tensor(0.4251, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0214, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1074, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0194, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0947, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0189, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0886, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0174, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0914, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0175, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0892, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0160, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0849, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0148, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0849, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0139, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0841, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0137, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0868, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0133, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0869, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0121, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0871, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0119, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0865, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0109, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0830, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0103, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0836, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0101, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0810, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0094, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0805, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0089, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0762, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0086, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0729, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0080, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0727, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0079, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0709, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0075, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0718, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0075, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0658, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0066, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0669, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0063, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0654, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0063, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0657, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0061, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0599, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0056, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0634, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0055, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0607, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0054, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0584, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0053, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0599, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0052, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0601, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0050, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0588, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0595, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0584, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0598, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0049, device='cuda:0', grad_fn=<MeanBackward0>)
using device 0 NVIDIA GeForce RTX 3090
DEVICE: cuda
client_num: 1
========== 开始训练 ==========
第一阶段：训练本地模型...
tensor(0.4477, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0224, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.3713, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0207, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.3131, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0220, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2577, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0197, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2166, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0192, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1810, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0196, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1558, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0187, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1324, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0180, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1175, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0178, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1044, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0159, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1013, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0168, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0930, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0157, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0899, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0147, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0876, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0139, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0859, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0134, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0877, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0123, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0873, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0121, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0862, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0113, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0865, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0106, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0847, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0100, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0822, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0092, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0842, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0092, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0828, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0794, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0760, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0074, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0760, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0075, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0732, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0071, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0717, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0069, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0706, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0068, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0697, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0065, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0668, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0058, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0652, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0059, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0662, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0058, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0636, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0054, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0649, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0053, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0624, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0050, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0626, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0051, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0600, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0046, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0604, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0046, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0608, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0046, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0578, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0594, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0044, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0581, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0579, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0042, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0594, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0042, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0583, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0041, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0561, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0039, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0570, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0040, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0555, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0037, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0547, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0037, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.4248, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0234, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.3572, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0243, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.3032, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0255, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2465, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0227, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2095, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0229, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1750, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0214, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1522, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0202, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1304, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0193, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1164, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0189, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1036, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0172, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0970, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0162, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0926, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0162, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0898, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0157, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0904, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0146, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0850, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0136, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0856, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0130, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0874, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0124, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0845, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0115, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0865, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0115, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0866, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0113, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0846, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0099, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0805, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0093, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0822, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0091, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0811, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0778, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0082, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0729, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0733, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0071, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0719, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0068, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0699, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0065, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0688, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0064, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0656, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0062, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0671, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0060, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0645, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0058, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0653, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0056, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0618, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0053, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0635, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0053, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0609, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0614, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0049, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0591, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0045, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0586, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0046, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0592, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0046, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0600, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0044, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0582, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0596, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0549, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0041, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0563, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0041, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0571, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0579, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0042, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0571, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0040, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0544, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0040, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.4185, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0261, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.3546, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0256, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2904, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0237, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2418, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0232, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2061, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0235, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1763, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0231, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1483, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0217, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1302, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0208, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1144, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0199, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1041, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0184, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0972, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0174, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0894, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0163, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0877, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0160, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0849, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0154, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0855, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0140, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0865, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0139, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0849, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0125, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0879, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0133, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0822, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0106, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0820, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0103, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0868, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0112, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0854, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0783, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0089, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0767, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0087, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0760, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0080, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0740, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0075, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0749, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0078, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0714, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0074, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0659, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0065, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0659, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0064, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0662, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0062, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0652, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0061, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0657, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0059, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0629, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0055, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0610, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0053, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0616, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0053, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0643, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0052, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0610, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0050, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0601, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0591, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0589, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0046, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0593, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0047, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0557, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0585, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0566, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0549, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0556, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0042, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0558, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0042, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0541, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0041, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0556, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0041, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.4315, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0266, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.3564, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0248, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.3014, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0263, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2452, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0231, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2097, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0240, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1745, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0224, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1437, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0212, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1255, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0209, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1106, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0194, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1030, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0195, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0936, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0175, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0907, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0166, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0897, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0172, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0883, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0163, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0870, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0152, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0837, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0144, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0883, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0143, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0850, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0122, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0859, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0120, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0854, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0113, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0866, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0114, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0820, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0106, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0810, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0781, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0091, device='cuda:0', grad_fn=<MeanBackward0>)
